long,long,float,float,float,float,float,long,long,long,long,long,long,None,long
1790,571,545630.5,4782.439453125,417450.78125,262.959350585938,309.12841796875,748,9,10,11,3,0,,0
1792,571,497298.25,24355.064453125,440945.375,281.064086914063,281.064086914063,588,785,788,786,3,0,,0
1794,607,0,0,0,100.5,231.620315551758,790,782,791,782,3,0,,0
1796,571,444585.125,11889.208984375,415244.6875,208.669372558594,209.5908203125,789,739,789,739,3,0,,0
1797,571,424898.1875,-4969.2294921875,418564.8125,9319.751953125,12125.017578125,781,739,781,739,3,0,,0
1798,571,435393.15625,-4817.69091796875,407504,5271.47509765625,7808.5458984375,781,739,781,739,3,0,,0
1800,571,432926.5,-4894.4404296875,426573.21875,4484.150390625,6790.0224609375,781,739,781,739,3,0,,0
1802,571,590413.75,27916.71484375,405705.3125,14587.4365234375,17163.287109375,793,794,793,794,3,0,,0
1803,571,439879.75,-5084.6103515625,428100.625,3770.0458984375,5202.5380859375,781,739,781,739,3,0,,0
1804,571,446171.34375,-4805.44091796875,426482.875,3770.0458984375,5202.5380859375,781,739,781,739,3,0,,0
1805,571,449778.59375,-4663.59228515625,418827.3125,3770.0458984375,5202.5380859375,781,739,781,739,3,0,,0
1806,571,447515.875,-4916.2900390625,408415.25,5271.47509765625,7808.5458984375,781,739,781,739,3,0,,0
1809,571,604752.9375,5826.4462890625,412946.75,9415.080078125,12732.0009765625,797,796,797,796,3,0,,0
1810,571,592896.875,5654.419921875,405484.4375,6042.27783203125,8255.982421875,797,796,797,796,3,0,,0
1811,571,580982.8125,5295.84423828125,397882.65625,9671.326171875,11866.0947265625,797,796,797,796,3,0,,0
1812,571,579868.125,5716.80908203125,404355.25,9671.326171875,11866.0947265625,797,796,797,796,3,0,,0
1813,571,535604,33742.4375,397171.3125,26452.525390625,29713.041015625,808,9,10,11,3,806,,0
1814,609,815987.9375,-1358.32275390625,521639.53125,11630.19921875,13994.3232421875,12,33,12,33,3,775,,0
1815,609,808571.125,5786.7197265625,514085,5767.78466796875,8195.1826171875,12,33,12,33,3,775,,0
1816,609,839314.125,-881.291137695313,513459.25,18286.77734375,21453.798828125,12,33,12,33,3,775,,0
1817,571,438147.21875,4679.8212890625,339370.46875,12881.951171875,15867.033203125,735,705,735,705,3,0,,0
1818,571,631522.1875,30546.302734375,336886.65625,371.373992919922,509.377319335938,700,9,800,11,3,810,,0
1821,571,764621.5625,9664.7724609375,432718,6224.794921875,9145.4580078125,703,783,703,783,3,0,,0
1822,616,583144.8125,-217.623107910156,564661.5625,12337.8203125,14779.578125,801,9,801,11,3,0,,0
1823,616,544046.8125,769.533447265625,605838.375,12567.00390625,14715.328125,802,9,802,11,3,0,,0
1824,616,592758.4375,-0.00167999998666346,594770.1875,13030.8427734375,15145.2451171875,803,9,803,11,3,0,,0
1825,616,570769.5625,-0.000375000003259629,610585.375,9885.564453125,11399.529296875,804,9,804,11,3,0,,0
1826,601,0,0,0,33023.015625,35539.34375,812,9,10,11,3,0,,0
1831,571,437743.53125,-1224.88500976563,382487.875,3758.55419921875,4884.29541015625,650,9,650,11,3,777,,0
1832,571,752668.8125,13719.3662109375,439425.34375,3633.90283203125,4802.84619140625,813,9,813,11,3,0,,0
1833,571,752825.75,12353.2646484375,443821.75,1748.1689453125,3097.51025390625,813,9,813,11,3,0,,0
1834,618,0,0,0,78.4913864135742,810.662536621094,192,9,192,11,3,0,,0
1835,599,0,0,0,23.6410732269287,1937.92321777344,810,9,810,11,3,0,,0
1836,602,0,0,0,99.5,1079.73999023438,810,9,810,11,3,0,,0
1838,595,583661.875,15453.1650390625,570467.5,16345.5390625,18558.734375,720,387,816,387,3,0,,0
1839,595,602648.4375,3543.81811523438,535585.1875,21805.326171875,24420.060546875,720,387,816,387,3,0,,0
1840,595,586732.25,3906.16748046875,545071.6875,7804.5283203125,10156.087890625,720,387,816,387,3,0,,0
1841,595,559935.4375,3833.44970703125,563788,13093.9677734375,15668.607421875,720,387,816,387,3,0,,0
1843,571,607109.4375,47233.88671875,346426.625,24092.732421875,27436.701171875,818,818,818,818,3,0,,0
1845,571,731811.0625,31051.55859375,334434,9653.1357421875,13505.6640625,819,819,819,819,819,0,,0
1846,571,745784.9375,6400.39599609375,516371.5625,10615.8447265625,13662.685546875,671,9,671,11,3,0,,0
1847,571,767192.25,4864.28271484375,529909.4375,60.1994857788086,129.190414428711,603,593,679,593,3,0,,0
1848,571,476300.21875,12793.9609375,443435.15625,6277.91552734375,8681.4609375,821,9,821,11,3,0,,0
1849,595,610310.375,15441.7109375,566693.9375,20104.767578125,21644.181640625,720,387,816,387,3,0,,0
1850,595,556235,5723.7958984375,546383.8125,9161.91796875,11912.07421875,720,387,816,387,3,0,,0
1851,595,607029.6875,3539.1884765625,548539.625,13723.517578125,15781.6591796875,720,387,816,387,3,0,,0
1852,595,595275.1875,13122.9384765625,571101,13002.8134765625,14990.05078125,720,387,816,387,3,0,,0
1853,595,570798.375,4192.31494140625,572195.0625,16327.1220703125,18378.0234375,720,387,816,387,3,0,,0
1854,595,576526.5625,5403.36083984375,545232.125,6903.6572265625,8558.0927734375,720,387,816,387,3,0,,0
1855,617,0,0,0,102.012519836426,1673.76171875,8,9,8,11,3,0,,0
1856,571,740826.5,10259.6201171875,433964.65625,4845.49267578125,8149.6640625,704,783,704,783,3,0,,0
1857,571,509545.34375,15293.732421875,328628.5,10976.076171875,12794.84375,822,824,823,824,3,0,,0
1858,571,500931.09375,24165.724609375,379358.78125,12325.5078125,14278.5361328125,774,9,774,11,3,0,,0
1859,571,477638.5,5065.619140625,392127.90625,15076.8388671875,18445.677734375,743,807,743,807,3,0,,0
1860,628,0,0,0,98.5074920654297,114.558082580566,851,648,851,648,3,863,,0
1861,603,615264.0625,15208.24609375,528604.625,9484.4482421875,11736.7490234375,828,739,828,739,3,0,,0
1862,603,0,0,0,96.2014236450195,137.471633911133,829,9,829,11,3,0,,0
1868,571,582171,19677.146484375,309970.375,8994.7841796875,11177.1982421875,836,9,836,11,3,836,,0
1869,603,605826.3125,14366.9931640625,593492,5214.798828125,7253.48583984375,837,327,837,327,3,0,,0
1874,603,615721.625,15699.8515625,546253.125,6371.412109375,7234,841,739,841,739,3,0,,0
1875,603,526784.1875,16176.4990234375,535326.4375,14393.552734375,17923.8046875,841,9,841,11,3,0,,0
1876,603,595477.25,18085.84765625,530338.8125,8965.3369140625,11485.9638671875,841,9,841,11,3,0,,0
1901,571,578325,5385.853515625,249975.546875,28979.689453125,35796.3359375,871,648,871,648,3,0,,871
1902,649,0,0,0,101.952186584473,312.125,836,648,836,648,3,836,,0
1903,650,0,0,0,97.0372543334961,846.893798828125,836,648,836,648,3,836,,0
1971,658,0,0,0,98.0149536132813,1666.69677734375,879,880,879,880,3,0,,0
2488,631,0,0,0,25514.107421875,30829.62109375,905,9,905,11,3,0,,0
2490,631,644024,-0.000169999999343418,614287.75,20344.193359375,25314.00390625,894,9,894,11,3,902,,0
2504,668,0,0,0,98.0149536132813,210.229598999023,748,9,748,11,3,0,,0
2505,631,704949.4375,37642.98046875,596899.9375,2924.32373046875,3227.83740234375,897,9,897,11,3,0,,0
2508,631,706143.375,-0.00136500003281981,529366.0625,20783.5546875,25355.8046875,902,9,902,11,3,0,,0
2509,631,730531.25,-6.70000008540228E-5,579232.5625,22193.140625,27487.716796875,904,9,904,11,3,0,,0
2538,724,0,0,0,98.4976272583008,357.709106445313,917,730,917,730,3,0,,0
