long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
2085,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2086,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2087,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2088,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2089,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2090,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2091,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2092,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2093,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2094,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2095,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,10000,10000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2096,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.100000001490116,-0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2097,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2098,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2099,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2100,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2101,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2102,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.25,-0.25,-0.100000001490116,-0.25,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2103,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2104,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.699999988079071,0.699999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2105,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2106,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2107,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2108,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2109,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2110,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2111,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2112,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2113,1,1440,1440,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,13000,10000,10000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2114,1,1440,1440,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.100000001490116,-0.100000001490116,0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2115,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2116,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.699999988079071,0.699999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2117,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2118,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2119,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2120,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2121,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2122,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.850000023841858,0.850000023841858,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2123,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2124,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2125,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,3000,4000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2126,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.100000001490116,-0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2127,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2128,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.699999988079071,0.699999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2129,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2130,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2131,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2132,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2133,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2134,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2135,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2136,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2137,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2138,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2139,7,0,720,750,1440,2130,2160,2280,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2140,7,0,720,750,1440,2130,2160,2280,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2141,7,0,720,750,1440,2130,2160,2280,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2142,7,0,720,750,1440,2130,2160,2280,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2143,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,13000,13000,13000,13000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2144,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.25,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2145,6,0,720,750,1440,2130,2160,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2146,6,0,720,750,1440,2130,2160,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2147,6,0,720,750,1440,2130,2160,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2148,6,0,720,750,1440,2130,2160,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2149,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,6500,6500,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2150,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.100000001490116,0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2151,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2152,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2153,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2154,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2155,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2156,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.100000001490116,-0.100000001490116,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2157,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2158,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2159,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2160,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2161,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2162,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2163,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2164,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2165,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2166,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2167,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2168,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.25,-0.25,-0.100000001490116,-0.25,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2169,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2170,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2171,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2172,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
2173,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,16000,16000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
