long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,None,flags,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,flags,flags,long,flags,None
8766,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3A0000,0x3A0000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8767,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1D1B19,0xE5BFA5,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8768,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x181418,0x834086,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8769,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x1B110E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8770,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2C2220,0xFFAD85,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8771,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x563326,0xB05D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8772,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40191B,0x6F2024,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8773,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3E181A,0x6A1F23,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8774,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x34181A,0x561F23,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8775,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x333333,0x333333,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8776,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF803A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8777,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x868279,0xFF9037,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8778,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF9F3E0,0xA35C11,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8779,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x461A09,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8780,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF9F3E0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8781,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF0000,0xFF0000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8782,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2B4C61,0x2B4C61,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8783,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF0000,0xFF0000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8784,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3A0000,0x3A0000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8785,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE5BFA5,0xE5BFA5,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8786,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x550E58,0x550E58,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8787,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1B110E,0x1B110E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8788,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFAD85,0xFFAD85,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8789,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xB05D4C,0xB05D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8790,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6F2024,0x6F2024,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8791,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6A1F23,0x6A1F23,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8792,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x632024,0x632024,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8793,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x333333,0x333333,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8794,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF803A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8795,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF9F3E0,0xFF9037,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8796,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF9F3E0,0xA35C11,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8797,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x461A09,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8798,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF9F3E0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8799,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x451724,0x451724,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8800,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2B4C61,0x2B4C61,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8801,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x404566,0x404566,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8802,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6B262A,0x6B262A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8803,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x9D8971,0xD2A471,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8804,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2B5BA5,0x2B5BA5,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8805,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1B110E,0x1B110E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8806,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFAD85,0xFFAD85,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8807,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xB05D4C,0xB05D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8808,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x6D4149,0x6D4149,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8809,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x693940,0x693940,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8810,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x693940,0x693940,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8811,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x747474,0x424242,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8812,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0F7FF,0xE0F7FF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8813,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x7B48B4,0xC7D6F9,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8814,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8815,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8816,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8817,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x447168,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8818,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x11424C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8819,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x447168,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8820,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x11424C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8821,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0x506D8A,0x506D8A,0xCE8148,0xFFB782,0xCE8148,0x506D8A,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8822,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0x3A4884,0x3A4884,0x5B5F6A,0x656975,0x5B5F6A,0x3A4884,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8823,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0xF0F22,0x14142E,0x15,0x15,0x15,0x14142E,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8824,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0x39205A,0x402465,0xAC72A9,0x9C7FD6,0xAC72A9,0x6E486C,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8825,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0x5F2597,0x692BA1,0xD19DCF,0xDB93E1,0xD19DCF,0x9C6965,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8826,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0x8F38DE,0x8C38D8,0xFFF19B,0xFFE7AD,0xFFE090,0xD7BD79,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8827,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0xAF56FF,0xA23EEF,0xFFDD84,0xF6DC91,0xFFDD84,0xC4AC82,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8828,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0x436164,0x436164,0x436164,0x436164,0x436164,0x436164,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8829,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x5C5C5C,0x5C5C5C,0x6E6E6E,0x585858,0x6E6E6E,0x5C5C5C,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8830,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0xE8F1FF,0xE8F1FF,0xFFD296,0xFFF7DE,0xFFE2A9,0xE8F1FF,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8831,5,0x0,360,720,1440,2400,0,0,0,0,0,0,0,0,0,0,,0x3E1312,0xCC6F00,0xFF8A00,0xF7A66D,0xFF8A00,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8832,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFF000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8833,5,0x0,360,720,1440,2400,0,0,0,0,0,0,0,0,0,0,,0x5D404A,0x873B44,0xB14E5A,0xD84200,0xB14E5A,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8834,6,0x0,360,720,1440,2400,2640,0,0,0,0,0,0,0,0,0,,0x5D5078,0x5D5078,0x5D5078,0x0,0x5D5078,0x5D5078,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8835,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x213E2F,0x213E2F,0x5B4842,0x114B59,0x5A4846,0x213E2F,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8836,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0xC18,0xC18,0x14302F,0x1D29,0x152235,0xC18,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8837,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x4F5D5B,0x4F5D5B,0x4F5D5B,0x4F5D5B,0x4F5D5B,0x4F5D5B,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8838,6,0x0,360,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,,0x3A5457,0x3A5457,0x3A5457,0x3A5457,0x3A5457,0x3A5457,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8839,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3AB7FF,0xBFF5FF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8840,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3F5892,0x4863A6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8841,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1EA08A,0x5495C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8842,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1EA290,0x5A947B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8843,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE6F8C,0x26E85,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8844,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xA294D,0x1486A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8845,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xB2748,0x3496B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8846,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1F4059,0x274E6B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8847,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x545454,0x464646,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8848,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0F7FF,0xE0F7FF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8849,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x7983,0x578EA4,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8850,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x70B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8851,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8852,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x5B7C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8853,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x7A8092,0x878EA1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8854,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x494E58,0x5E6572,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8855,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x7A8092,0x878EA1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8856,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x494E58,0x545B6B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8857,4,0x0,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,0,,0xB39179,0xFF9A15,0xFF792D,0xB39179,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8858,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x3264,0x4A7DA9,0x7D7D7D,0x4A7D98,0x3264,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8859,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x31414E,0x3F5260,0x606B71,0x3F464D,0x394B5B,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8860,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x2E3D4A,0x3A4B58,0x5B646A,0x4D575F,0x303E4C,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8861,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x2C3A41,0x394956,0x4E555B,0x485159,0x2D3A41,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8862,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x263137,0x313E44,0x334147,0x3A4950,0x29353C,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8863,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x232D33,0x2D393F,0x303C42,0x36444B,0x232D33,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8864,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x232D33,0x2D393F,0x303C42,0x303C42,0x232D33,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8865,3,0x5A0,2520,2640,0,0,0,0,0,0,0,0,0,0,0,0,,0x424242,0x424242,0x424242,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8866,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0xD8E0EC,0xFFE294,0xFFF3E2,0xFFBD7B,0xD8E0EC,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8867,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x2E3D4A,0x3A4B58,0x4D575F,0x4D575F,0x29353C,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8868,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x2E3D4A,0x3A4B58,0x4D575F,0x4D575F,0x29353C,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8869,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8870,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x2346,0x427BA2,0x5896C5,0x79618C,0x2346,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8871,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8872,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8873,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8874,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8875,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5E99C6,0x82B9DE,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8876,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1C3D5C,0x406589,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8877,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x1721,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8878,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4A63,0xAFD6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8879,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xF5B73,0x28E6FF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8880,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5D76,0xFCFF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8881,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x34961,0x46182,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8882,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x103C54,0x275B7B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8883,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x585858,0x6E6E6E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8884,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0F7FF,0xC7ECFF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8885,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x164048,0x478EA8,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8886,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xD293E,0x354E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8887,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8888,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x5B7C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8889,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8890,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8891,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E303E,0x3B3A32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8892,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1317,0x2835,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8893,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x5B7583,0xFFC167,0xF2BF86,0xFF9961,0x5B7583,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8894,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x4F394E,0x5B5969,0x3B2D25,0x38566F,0x4F394E,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8895,4,0x0,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,0,,0x1C1C1C,0x575142,0x2E2F30,0x1A2022,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8896,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x1E2427,0x373C3C,0x484138,0x4E453B,0x242C2F,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8897,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x1E2427,0x373B3B,0x484138,0x463E35,0x242C2F,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
8898,5,0x0,720,1440,2520,2640,0,0,0,0,0,0,0,0,0,0,,0x191E21,0x333636,0x413A32,0x3E372F,0x202629,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
